Word;Subjective Frequency;AoA;Imageability
tout;6.642857143;6.027808676;1.866666667
toux;3.892857143;6.9243604;4.766666667
trac;3.678571429;9.600667408;3.533333333
trace;4.285714286;7.028921023;4.8
tract;3.75;11.67943806;5.133333333
train;4.285714286;5.068965517;6.833333333
traîne;4.142857143;7.777380952;3.866666667
traire;2.928571429;7.285714286;4.933333333
trait;4.392857143;5.172413793;4.566666667
traite;3.857142857;8.918263091;2.866666667
traître;3.571428571;10.02669633;3.1
trame;3.392857143;14.46071429;2.9
tranche;5.035714286;6.280311457;5.8
transe;3.142857143;12.66071429;3.133333333
trappe;3.178571429;9.280311457;5.633333333
traque;3.535714286;10.88095238;3
trèfle;3.285714286;6.476190476;6.6
treize;4.928571429;5.244716352;5.166666667
trente;4.642857143;5.781979978;4.766666667
très;6.392857143;5.213570634;1.6
tresse;3.5;6.209121246;6.366666667
trêve;3.285714286;10.95550612;2.766666667
tri;4.75;7.562847608;3.3
triche;4;6.282536151;3.8
tringle;3.107142857;9.920238095;5.433333333
triple;3.928571429;8.605116796;3.866666667
triste;4.857142857;5.349276974;4.333333333
troc;3.142857143;10.20355951;3.566666667
trompe;4.25;6.850945495;5.366666667
tronc;3.678571429;6.066740823;6.533333333
trône;3.035714286;7.657142857;6.066666667
trop;6.25;5.672969967;2.466666667
trot;3.178571429;8.450500556;4.5
trotte;3.857142857;7.890989989;3.233333333
trou;4.535714286;4.994438265;6
trouble;4.571428571;9.76547619;2.966666667
trouille;4.214285714;7.280311457;3.2
troupe;3.964285714;9.387096774;5.166666667
trousse;4.821428571;8.020022247;6.766666667
truc;5.75;5.282536151;2.666666667
truffe;3.357142857;9.34705228;5.5
truie;2.857142857;7.325;6.6
truite;3.25;9.80756396;6.5
tu;6.75;3.959955506;1.586206897
tube;4.357142857;7.747497219;6.033333333
tué;4.428571429;6.711902113;3.766666667
tuer;4.5;6.854282536;4.766666667
tueur;4.107142857;7.639599555;4.666666667
tuile;3.464285714;7.281423804;6.333333333
turc;3.857142857;10.10595238;3.833333333
type;5.428571429;8.713014461;3
un;6.75;3.461624027;4.066666667
urne;3.035714286;9.921023359;6.066666667
vache;3.607142857;4.17352614;6.833333333
vague;3.785714286;6.49054505;6.466666667
vain;3.571428571;11.51428571;1.655172414
vaincre;3.964285714;9.51547619;2.966666667
valse;2.964285714;8.532814238;5.433333333
valve;2.892857143;11.52502781;4.366666667
vanne;3.75;10.92081737;3.7
vase;3.607142857;6.066740823;6.5
vasque;2.607142857;12.26086957;3.44
vaste;4;9.480952381;2.9
veau;3.428571429;5.919911012;6.7
veille;4.571428571;8.46051168;3.133333333
veine;4.107142857;8.954761905;6.2
vendre;4.857142857;6.779755284;3.333333333
vent;4.785714286;4.73452381;4.9
vente;4.535714286;7.462736374;3.724137931
ventre;5.535714286;4.17816092;6.433333333
ver;3.357142857;6.713014461;5.6
verbe;5.107142857;6.604004449;3.966666667
verre;6.464285714;4.245828699;6.8
vers;5.857142857;7.177975528;2.433333333
vert;4.714285714;3.963292547;5.566666667
veste;5.5;6.070077864;6.566666667
veuf;3.142857143;10.49425287;4.633333333
via;4.178571429;12.34593993;1.379310345
viande;5.607142857;4.745272525;6.5
vice;3.535714286;11.38264739;2.633333333
vide;5.25;5.926585095;3.3
vie;5.285714286;6.063403782;2.766666667
vierge;3.857142857;9.885428254;4.5
vieux;5.071428571;5.177975528;5.433333333
vif;3.964285714;8.957730812;2.666666667
vigne;3;8.420467186;6.333333333
ville;5.357142857;6.028921023;5.966666667
vin;4.535714286;6.266922095;6.566666667
vingt;4.75;5.674082314;5.066666667
viol;3.785714286;11.8487208;4.066666667
viole;3.75;11.73095238;3.923076923
vis;4.357142857;7.389321468;4.933333333
vite;5.857142857;4.890989989;2.766666667
vitre;4.714285714;6.101223582;6.633333333
vive;4.928571429;9.728571429;3.379310345
vivre;5.142857143;6.529477197;3.233333333
voeu;3.178571429;7.182142857;3.566666667
vogue;3.142857143;11.88122605;2.533333333
voie;4.428571429;8.295238095;4.1
voile;3.428571429;7.677419355;6.366666667
voir;6.071428571;5.066740823;3.333333333
voix;4.964285714;5.767857143;4.4
vol;4;6.674082314;4.7
volt;3.214285714;11.46718576;2.7
vos;6.678571429;5.889877642;1.620689655
vote;3.928571429;9.134593993;4.3
votre;6.535714286;6.464961068;1.9
vous;6.821428571;5.278086763;1.9
voûte;2.892857143;10.59621802;4.166666667
vrac;4.285714286;9.286904762;3.1
vrai;6.464285714;4.745272525;2.333333333
vu;6.107142857;4.926585095;2.333333333
vue;5.5;6.463848721;3.7
zèbre;2.785714286;7.414905451;6.666666667
zèle;2.892857143;11.66309524;2.275862069
zen;4.642857143;11.31590656;3.7
zinc;2.5;12.49499444;3.033333333
zone;4.678571429;8.991101224;3.1
zoom;4.428571429;10.03337041;5
